fpr,tpr
2.151091821510918156e-01,5.636942675159235527e-01
2.199918621999186197e-01,5.636942675159235527e-01
2.199918621999186197e-01,5.668789808917197304e-01
2.201274922012749213e-01,5.668789808917197304e-01
2.201274922012749213e-01,5.700636942675159080e-01
2.203987522039875246e-01,5.700636942675159080e-01
2.203987522039875246e-01,5.732484076433120856e-01
2.231113522311135300e-01,5.732484076433120856e-01
2.231113522311135300e-01,5.764331210191082633e-01
2.236538722365387089e-01,5.764331210191082633e-01
2.236538722365387089e-01,5.796178343949044409e-01
2.267733622677336192e-01,5.796178343949044409e-01
2.267733622677336192e-01,5.828025477707006186e-01
2.278584022785840324e-01,5.828025477707006186e-01
2.278584022785840324e-01,5.859872611464967962e-01
2.285365522853655129e-01,5.859872611464967962e-01
2.285365522853655129e-01,5.923566878980891515e-01
2.288078122880781162e-01,5.923566878980891515e-01
2.288078122880781162e-01,5.955414012738853291e-01
2.312491523124915183e-01,5.955414012738853291e-01
2.312491523124915183e-01,6.019108280254776844e-01
2.313847823138478199e-01,6.019108280254776844e-01
2.313847823138478199e-01,6.050955414012738620e-01
2.323341923233419315e-01,6.050955414012738620e-01
2.323341923233419315e-01,6.082802547770700397e-01
2.335548623355486186e-01,6.082802547770700397e-01
2.335548623355486186e-01,6.114649681528662173e-01
2.350467923504679368e-01,6.114649681528662173e-01
2.350467923504679368e-01,6.146496815286623949e-01
2.362674623626746240e-01,6.146496815286623949e-01
2.362674623626746240e-01,6.178343949044585726e-01
2.368099823680998306e-01,6.178343949044585726e-01
2.368099823680998306e-01,6.210191082802547502e-01
2.377593923775939144e-01,6.210191082802547502e-01
2.377593923775939144e-01,6.242038216560509278e-01
2.395225823952258359e-01,6.242038216560509278e-01
2.395225823952258359e-01,6.273885350318471055e-01
2.430489624304896235e-01,6.273885350318471055e-01
2.430489624304896235e-01,6.305732484076432831e-01
2.433202224332022268e-01,6.305732484076432831e-01
2.433202224332022268e-01,6.337579617834394607e-01
2.456259324562593271e-01,6.337579617834394607e-01
2.456259324562593271e-01,6.369426751592356384e-01
2.502373525023735001e-01,6.369426751592356384e-01
2.502373525023735001e-01,6.401273885350318160e-01
2.506442425064424051e-01,6.401273885350318160e-01
2.506442425064424051e-01,6.433121019108279937e-01
2.541706225417062481e-01,6.433121019108279937e-01
2.541706225417062481e-01,6.464968152866241713e-01
2.587820425878204489e-01,6.464968152866241713e-01
2.587820425878204489e-01,6.496815286624203489e-01
2.590533025905330522e-01,6.496815286624203489e-01
2.590533025905330522e-01,6.528662420382165266e-01
2.604096026040960132e-01,6.528662420382165266e-01
2.604096026040960132e-01,6.560509554140127042e-01
2.608164926081649182e-01,6.560509554140127042e-01
2.608164926081649182e-01,6.592356687898088818e-01
2.620371626203716331e-01,6.592356687898088818e-01
2.620371626203716331e-01,6.624203821656050595e-01
2.642072426420724041e-01,6.624203821656050595e-01
2.642072426420724041e-01,6.656050955414012371e-01
2.650210226502102140e-01,6.656050955414012371e-01
2.650210226502102140e-01,6.687898089171974148e-01
2.696324426963244147e-01,6.687898089171974148e-01
2.696324426963244147e-01,6.719745222929935924e-01
2.712600027126000346e-01,6.719745222929935924e-01
2.712600027126000346e-01,6.751592356687897700e-01
2.716668927166689396e-01,6.751592356687897700e-01
2.716668927166689396e-01,6.815286624203821253e-01
2.720737827207378445e-01,6.815286624203821253e-01
2.720737827207378445e-01,6.847133757961783029e-01
2.732944527329445039e-01,6.847133757961783029e-01
2.732944527329445039e-01,6.878980891719744806e-01
2.741082327410823138e-01,6.878980891719744806e-01
2.741082327410823138e-01,6.910828025477706582e-01
2.751932727519327271e-01,6.910828025477706582e-01
2.751932727519327271e-01,6.942675159235668358e-01
2.753289027532890287e-01,6.942675159235668358e-01
2.753289027532890287e-01,6.974522292993630135e-01
2.768208327682083469e-01,6.974522292993630135e-01
2.768208327682083469e-01,7.006369426751591911e-01
2.777702427777024030e-01,7.006369426751591911e-01
2.777702427777024030e-01,7.038216560509553688e-01
2.803472128034721345e-01,7.038216560509553688e-01
2.803472128034721345e-01,7.070063694267515464e-01
2.810253628102536427e-01,7.070063694267515464e-01
2.810253628102536427e-01,7.101910828025477240e-01
2.891631628916316310e-01,7.101910828025477240e-01
2.891631628916316310e-01,7.133757961783439017e-01
2.917401329174013069e-01,7.133757961783439017e-01
2.917401329174013069e-01,7.165605095541400793e-01
2.925539129255391169e-01,7.165605095541400793e-01
2.925539129255391169e-01,7.197452229299362569e-01
2.939102129391021334e-01,7.197452229299362569e-01
2.939102129391021334e-01,7.229299363057324346e-01
3.000135630001356524e-01,7.229299363057324346e-01
3.000135630001356524e-01,7.261146496815286122e-01
3.029974230299742333e-01,7.261146496815286122e-01
3.029974230299742333e-01,7.292993630573247898e-01
3.043537230435372498e-01,7.292993630573247898e-01
3.043537230435372498e-01,7.324840764331209675e-01
3.061169130611691158e-01,7.324840764331209675e-01
3.061169130611691158e-01,7.356687898089171451e-01
3.127627831276278414e-01,7.356687898089171451e-01
3.127627831276278414e-01,7.388535031847133228e-01
3.141190831411908579e-01,7.388535031847133228e-01
3.141190831411908579e-01,7.420382165605095004e-01
3.149328631493286124e-01,7.420382165605095004e-01
3.149328631493286124e-01,7.452229299363056780e-01
3.194086531940865115e-01,7.452229299363056780e-01
3.194086531940865115e-01,7.484076433121018557e-01
3.252407432524074271e-01,7.484076433121018557e-01
3.252407432524074271e-01,7.515923566878981443e-01
3.291740132917401196e-01,7.515923566878981443e-01
3.291740132917401196e-01,7.547770700636943220e-01
3.324291333242913593e-01,7.547770700636943220e-01
3.324291333242913593e-01,7.579617834394904996e-01
3.351417333514173369e-01,7.579617834394904996e-01
3.351417333514173369e-01,7.611464968152866772e-01
3.428726434287264202e-01,7.611464968152866772e-01
3.428726434287264202e-01,7.643312101910828549e-01
3.470771734707717160e-01,7.643312101910828549e-01
3.470771734707717160e-01,7.675159235668790325e-01
3.482978434829784309e-01,7.675159235668790325e-01
3.482978434829784309e-01,7.707006369426752102e-01
3.519598535195985201e-01,7.707006369426752102e-01
3.519598535195985201e-01,7.770700636942675654e-01
3.626746236267462398e-01,7.770700636942675654e-01
3.626746236267462398e-01,7.802547770700637431e-01
3.662010036620100273e-01,7.802547770700637431e-01
3.662010036620100273e-01,7.834394904458599207e-01
3.671504136715041389e-01,7.834394904458599207e-01
3.671504136715041389e-01,7.866242038216560983e-01
3.687779736877797587e-01,7.866242038216560983e-01
3.687779736877797587e-01,7.898089171974522760e-01
3.706767937067679264e-01,7.898089171974522760e-01
3.706767937067679264e-01,7.929936305732484536e-01
3.708124237081242280e-01,7.929936305732484536e-01
3.708124237081242280e-01,7.961783439490446312e-01
3.736606537366065628e-01,7.961783439490446312e-01
3.736606537366065628e-01,7.993630573248408089e-01
3.739319137393191106e-01,7.993630573248408089e-01
3.739319137393191106e-01,8.025477707006369865e-01
3.742031737420317139e-01,8.025477707006369865e-01
3.742031737420317139e-01,8.057324840764331642e-01
3.796283737962837246e-01,8.057324840764331642e-01
3.796283737962837246e-01,8.089171974522293418e-01
3.805777838057778362e-01,8.089171974522293418e-01
3.805777838057778362e-01,8.121019108280255194e-01
3.836972738369727187e-01,8.121019108280255194e-01
3.836972738369727187e-01,8.152866242038216971e-01
3.906144039061440476e-01,8.152866242038216971e-01
3.906144039061440476e-01,8.184713375796178747e-01
3.999728739997287508e-01,8.184713375796178747e-01
3.999728739997287508e-01,8.216560509554140523e-01
4.025498440254984267e-01,8.216560509554140523e-01
4.025498440254984267e-01,8.248407643312102300e-01
4.071612640716126275e-01,8.248407643312102300e-01
4.071612640716126275e-01,8.280254777070064076e-01
4.146209141462091630e-01,8.280254777070064076e-01
4.146209141462091630e-01,8.312101910828025852e-01
4.163841041638410290e-01,8.312101910828025852e-01
4.163841041638410290e-01,8.343949044585987629e-01
4.184185541841855538e-01,8.343949044585987629e-01
4.184185541841855538e-01,8.375796178343949405e-01
4.220805642208056430e-01,8.375796178343949405e-01
4.220805642208056430e-01,8.407643312101911182e-01
4.265563542655635421e-01,8.407643312101911182e-01
4.265563542655635421e-01,8.439490445859872958e-01
4.333378543333785693e-01,8.439490445859872958e-01
4.333378543333785693e-01,8.471337579617834734e-01
4.375423843754238651e-01,8.471337579617834734e-01
4.375423843754238651e-01,8.503184713375796511e-01
4.390343143903431278e-01,8.503184713375796511e-01
4.390343143903431278e-01,8.535031847133758287e-01
4.562593245625932714e-01,8.535031847133758287e-01
4.562593245625932714e-01,8.566878980891720063e-01
4.612776346127763216e-01,8.566878980891720063e-01
4.612776346127763216e-01,8.598726114649681840e-01
4.627695646276956398e-01,8.598726114649681840e-01
4.627695646276956398e-01,8.630573248407643616e-01
4.631764546317645448e-01,8.630573248407643616e-01
4.631764546317645448e-01,8.662420382165605393e-01
4.653465346534653713e-01,8.662420382165605393e-01
4.653465346534653713e-01,8.726114649681528945e-01
4.760613047606130355e-01,8.726114649681528945e-01
4.760613047606130355e-01,8.757961783439490722e-01
4.772819747728197504e-01,8.757961783439490722e-01
4.772819747728197504e-01,8.789808917197452498e-01
4.776888647768886553e-01,8.789808917197452498e-01
4.776888647768886553e-01,8.821656050955414274e-01
4.790451647904516719e-01,8.821656050955414274e-01
4.790451647904516719e-01,8.853503184713376051e-01
4.841991048419910237e-01,8.853503184713376051e-01
4.841991048419910237e-01,8.885350318471337827e-01
4.932863149328631236e-01,8.885350318471337827e-01
4.932863149328631236e-01,8.917197452229299603e-01
4.935575749355757269e-01,8.917197452229299603e-01
4.935575749355757269e-01,8.949044585987261380e-01
4.959989149599891567e-01,8.949044585987261380e-01
4.959989149599891567e-01,8.980891719745223156e-01
5.030516750305167317e-01,8.980891719745223156e-01
5.030516750305167317e-01,9.012738853503184933e-01
5.044079750440797483e-01,9.012738853503184933e-01
5.044079750440797483e-01,9.044585987261146709e-01
5.204123152041231215e-01,9.044585987261146709e-01
5.204123152041231215e-01,9.076433121019108485e-01
5.231249152312491546e-01,9.076433121019108485e-01
5.231249152312491546e-01,9.108280254777070262e-01
5.501152855011528509e-01,9.108280254777070262e-01
5.501152855011528509e-01,9.140127388535032038e-01
5.611013156110131739e-01,9.140127388535032038e-01
5.611013156110131739e-01,9.203821656050955591e-01
5.695103756951037655e-01,9.203821656050955591e-01
5.695103756951037655e-01,9.235668789808917367e-01
5.696460056964600671e-01,9.235668789808917367e-01
5.696460056964600671e-01,9.267515923566879144e-01
5.710023057100230837e-01,9.267515923566879144e-01
5.710023057100230837e-01,9.299363057324840920e-01
5.733080157330802118e-01,9.299363057324840920e-01
5.733080157330802118e-01,9.331210191082802696e-01
5.910755459107555065e-01,9.331210191082802696e-01
5.910755459107555065e-01,9.363057324840764473e-01
6.026040960260409252e-01,9.363057324840764473e-01
6.026040960260409252e-01,9.394904458598726249e-01
6.057235860572358632e-01,9.394904458598726249e-01
6.057235860572358632e-01,9.426751592356688025e-01
6.073511460735114831e-01,9.426751592356688025e-01
6.073511460735114831e-01,9.458598726114649802e-01
6.097924860979249129e-01,9.458598726114649802e-01
6.097924860979249129e-01,9.490445859872611578e-01
6.427505764275057709e-01,9.490445859872611578e-01
6.427505764275057709e-01,9.522292993630573354e-01
6.488539264885392344e-01,9.522292993630573354e-01
6.488539264885392344e-01,9.554140127388535131e-01
6.629594466295944954e-01,9.554140127388535131e-01
6.629594466295944954e-01,9.585987261146496907e-01
6.753017767530177240e-01,9.585987261146496907e-01
6.753017767530177240e-01,9.617834394904458684e-01
6.929336769293367171e-01,9.617834394904458684e-01
6.929336769293367171e-01,9.649681528662420460e-01
7.017496270174963247e-01,9.649681528662420460e-01
7.017496270174963247e-01,9.713375796178344013e-01
7.200596772005968260e-01,9.713375796178344013e-01
7.200596772005968260e-01,9.745222929936305789e-01
