FPR,TPR
1.217957412179574150e-01,6.656050955414012371e-01
1.235589312355893088e-01,6.656050955414012371e-01
1.235589312355893088e-01,6.719745222929935924e-01
1.236945612369456104e-01,6.719745222929935924e-01
1.236945612369456104e-01,6.751592356687897700e-01
1.253221212532212026e-01,6.751592356687897700e-01
1.253221212532212026e-01,6.847133757961783029e-01
1.266784212667842191e-01,6.847133757961783029e-01
1.266784212667842191e-01,6.878980891719744806e-01
1.273565712735656996e-01,6.878980891719744806e-01
1.273565712735656996e-01,6.910828025477706582e-01
1.285772412857724145e-01,6.910828025477706582e-01
1.285772412857724145e-01,6.942675159235668358e-01
1.312898413128984199e-01,6.942675159235668358e-01
1.312898413128984199e-01,6.974522292993630135e-01
1.350874813508748107e-01,6.974522292993630135e-01
1.350874813508748107e-01,7.006369426751591911e-01
1.360368913603689223e-01,7.006369426751591911e-01
1.360368913603689223e-01,7.038216560509553688e-01
1.364437813644378272e-01,7.038216560509553688e-01
1.364437813644378272e-01,7.070063694267515464e-01
1.380713413807134193e-01,7.070063694267515464e-01
1.380713413807134193e-01,7.101910828025477240e-01
1.439034314390343072e-01,7.101910828025477240e-01
1.439034314390343072e-01,7.133757961783439017e-01
1.500067815000678262e-01,7.133757961783439017e-01
1.500067815000678262e-01,7.165605095541400793e-01
1.502780415027804017e-01,7.165605095541400793e-01
1.502780415027804017e-01,7.197452229299362569e-01
1.514987115149871166e-01,7.197452229299362569e-01
1.514987115149871166e-01,7.229299363057324346e-01
1.527193815271938038e-01,7.229299363057324346e-01
1.527193815271938038e-01,7.324840764331209675e-01
1.531262715312627087e-01,7.324840764331209675e-01
1.531262715312627087e-01,7.356687898089171451e-01
1.533975315339753120e-01,7.356687898089171451e-01
1.533975315339753120e-01,7.388535031847133228e-01
1.536687915366879154e-01,7.388535031847133228e-01
1.536687915366879154e-01,7.420382165605095004e-01
1.592296215922962277e-01,7.420382165605095004e-01
1.592296215922962277e-01,7.452229299363056780e-01
1.600434016004340099e-01,7.452229299363056780e-01
1.600434016004340099e-01,7.484076433121018557e-01
1.603146616031466132e-01,7.484076433121018557e-01
1.603146616031466132e-01,7.515923566878981443e-01
1.623491116234911102e-01,7.515923566878981443e-01
1.623491116234911102e-01,7.547770700636943220e-01
1.630272616302726185e-01,7.547770700636943220e-01
1.630272616302726185e-01,7.611464968152866772e-01
1.645191916451919090e-01,7.611464968152866772e-01
1.645191916451919090e-01,7.643312101910828549e-01
1.653329716533297189e-01,7.643312101910828549e-01
1.653329716533297189e-01,7.675159235668790325e-01
1.664180116641801044e-01,7.675159235668790325e-01
1.664180116641801044e-01,7.738853503184713878e-01
1.665536416655364060e-01,7.738853503184713878e-01
1.665536416655364060e-01,7.802547770700637431e-01
1.666892716668927077e-01,7.802547770700637431e-01
1.666892716668927077e-01,7.834394904458599207e-01
1.695375016953750147e-01,7.834394904458599207e-01
1.695375016953750147e-01,7.866242038216560983e-01
1.700800217008002213e-01,7.866242038216560983e-01
1.700800217008002213e-01,7.898089171974522760e-01
1.744201817442018188e-01,7.898089171974522760e-01
1.744201817442018188e-01,7.929936305732484536e-01
1.753695917536959303e-01,7.929936305732484536e-01
1.753695917536959303e-01,7.961783439490446312e-01
1.755052217550522042e-01,7.961783439490446312e-01
1.755052217550522042e-01,7.993630573248408089e-01
1.763190017631900142e-01,7.993630573248408089e-01
1.763190017631900142e-01,8.025477707006369865e-01
1.797097517970975278e-01,8.025477707006369865e-01
1.797097517970975278e-01,8.057324840764331642e-01
1.847280618472806057e-01,8.057324840764331642e-01
1.847280618472806057e-01,8.089171974522293418e-01
1.916451919164519069e-01,8.089171974522293418e-01
1.916451919164519069e-01,8.121019108280255194e-01
1.924589719245897168e-01,8.121019108280255194e-01
1.924589719245897168e-01,8.184713375796178747e-01
1.935440119354401300e-01,8.184713375796178747e-01
1.935440119354401300e-01,8.216560509554140523e-01
1.972060219720602192e-01,8.216560509554140523e-01
1.972060219720602192e-01,8.248407643312102300e-01
1.976129119761291242e-01,8.248407643312102300e-01
1.976129119761291242e-01,8.280254777070064076e-01
2.045300420453004253e-01,8.280254777070064076e-01
2.045300420453004253e-01,8.312101910828025852e-01
2.161942221619422289e-01,8.312101910828025852e-01
2.161942221619422289e-01,8.343949044585987629e-01
2.170080021700800110e-01,8.343949044585987629e-01
2.170080021700800110e-01,8.375796178343949405e-01
2.228400922284009267e-01,8.375796178343949405e-01
2.228400922284009267e-01,8.407643312101911182e-01
2.235182422351824350e-01,8.407643312101911182e-01
2.235182422351824350e-01,8.439490445859872958e-01
2.250101722501017254e-01,8.439490445859872958e-01
2.250101722501017254e-01,8.471337579617834734e-01
2.258239522582395353e-01,8.471337579617834734e-01
2.258239522582395353e-01,8.503184713375796511e-01
2.260952122609521109e-01,8.503184713375796511e-01
2.260952122609521109e-01,8.535031847133758287e-01
2.282652922826529096e-01,8.535031847133758287e-01
2.282652922826529096e-01,8.566878980891720063e-01
2.308422623084226133e-01,8.566878980891720063e-01
2.308422623084226133e-01,8.630573248407643616e-01
2.319273023192730265e-01,8.630573248407643616e-01
2.319273023192730265e-01,8.662420382165605393e-01
2.358605723586057190e-01,8.662420382165605393e-01
2.358605723586057190e-01,8.694267515923567169e-01
2.374881323748813111e-01,8.694267515923567169e-01
2.374881323748813111e-01,8.726114649681528945e-01
2.377593923775939144e-01,8.726114649681528945e-01
2.377593923775939144e-01,8.757961783439490722e-01
2.387088023870880260e-01,8.757961783439490722e-01
2.387088023870880260e-01,8.789808917197452498e-01
2.395225823952258359e-01,8.789808917197452498e-01
2.395225823952258359e-01,8.821656050955414274e-01
2.439983724399837350e-01,8.821656050955414274e-01
2.439983724399837350e-01,8.853503184713376051e-01
2.463040824630408354e-01,8.853503184713376051e-01
2.463040824630408354e-01,8.885350318471337827e-01
2.483385324833853325e-01,8.885350318471337827e-01
2.483385324833853325e-01,8.917197452229299603e-01
2.540349925403499465e-01,8.917197452229299603e-01
2.540349925403499465e-01,8.949044585987261380e-01
2.632578326325783480e-01,8.949044585987261380e-01
2.632578326325783480e-01,8.980891719745223156e-01
2.666485826664858338e-01,8.980891719745223156e-01
2.666485826664858338e-01,9.012738853503184933e-01
2.693611826936118114e-01,9.012738853503184933e-01
2.693611826936118114e-01,9.044585987261146709e-01
2.694968126949681131e-01,9.044585987261146709e-01
2.694968126949681131e-01,9.076433121019108485e-01
2.701749627017496214e-01,9.076433121019108485e-01
2.701749627017496214e-01,9.108280254777070262e-01
2.712600027126000346e-01,9.108280254777070262e-01
2.712600027126000346e-01,9.140127388535032038e-01
2.741082327410823138e-01,9.140127388535032038e-01
2.741082327410823138e-01,9.171974522292993814e-01
2.831954428319544137e-01,9.171974522292993814e-01
2.831954428319544137e-01,9.203821656050955591e-01
2.856367828563678435e-01,9.203821656050955591e-01
2.856367828563678435e-01,9.235668789808917367e-01
2.962159229621592060e-01,9.235668789808917367e-01
2.962159229621592060e-01,9.267515923566879144e-01
2.986572629865726358e-01,9.267515923566879144e-01
2.986572629865726358e-01,9.299363057324840920e-01
3.105927031059270149e-01,9.299363057324840920e-01
3.105927031059270149e-01,9.331210191082802696e-01
3.152041231520412157e-01,9.331210191082802696e-01
3.152041231520412157e-01,9.363057324840764473e-01
3.165604231656042322e-01,9.363057324840764473e-01
3.165604231656042322e-01,9.394904458598726249e-01
3.169673131696731372e-01,9.394904458598726249e-01
3.169673131696731372e-01,9.426751592356688025e-01
3.293096432930964212e-01,9.426751592356688025e-01
3.293096432930964212e-01,9.458598726114649802e-01
3.320222433202224543e-01,9.458598726114649802e-01
3.320222433202224543e-01,9.490445859872611578e-01
3.328360233283602088e-01,9.490445859872611578e-01
3.328360233283602088e-01,9.522292993630573354e-01
3.331072833310728121e-01,9.522292993630573354e-01
3.331072833310728121e-01,9.554140127388535131e-01
3.394818933948189343e-01,9.554140127388535131e-01
3.394818933948189343e-01,9.585987261146496907e-01
3.442289434422894367e-01,9.585987261146496907e-01
3.442289434422894367e-01,9.617834394904458684e-01
3.537230435372304416e-01,9.617834394904458684e-01
3.537230435372304416e-01,9.649681528662420460e-01
3.628102536281025414e-01,9.649681528662420460e-01
3.628102536281025414e-01,9.681528662420382236e-01
3.637596636375966530e-01,9.681528662420382236e-01
3.637596636375966530e-01,9.713375796178344013e-01
3.847823138478231320e-01,9.713375796178344013e-01
3.847823138478231320e-01,9.745222929936305789e-01
4.220805642208056430e-01,9.745222929936305789e-01
4.220805642208056430e-01,9.777070063694267565e-01
4.237081242370812628e-01,9.777070063694267565e-01
4.237081242370812628e-01,9.808917197452229342e-01
4.284551742845517652e-01,9.808917197452229342e-01
4.284551742845517652e-01,9.840764331210191118e-01
4.359148243591482452e-01,9.840764331210191118e-01
4.359148243591482452e-01,9.872611464968152895e-01
4.820290248202902528e-01,9.872611464968152895e-01
4.820290248202902528e-01,9.904458598726114671e-01
4.976264749762647766e-01,9.904458598726114671e-01
4.976264749762647766e-01,9.936305732484076447e-01
7.425742574257425677e-01,9.936305732484076447e-01
7.428455174284551710e-01,9.936305732484076447e-01
9.310999593109996475e-01,9.936305732484076447e-01
9.310999593109996475e-01,9.968152866242038224e-01
9.898277498982774869e-01,9.968152866242038224e-01
9.900990099009900902e-01,9.968152866242038224e-01
9.979655499796554752e-01,9.968152866242038224e-01
9.979655499796554752e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
