fpr,tpr
1.894823561719071944e-02,8.821656050955414274e-01
1.922284772758478533e-02,8.821656050955414274e-01
1.922284772758478533e-02,8.853503184713376051e-01
1.936015378278182000e-02,8.853503184713376051e-01
1.936015378278182000e-02,8.885350318471337827e-01
1.990937800356995871e-02,8.885350318471337827e-01
1.990937800356995871e-02,8.917197452229299603e-01
2.045860222435809395e-02,8.917197452229299603e-01
2.045860222435809395e-02,8.949044585987261380e-01
2.059590827955512862e-02,8.949044585987261380e-01
2.059590827955512862e-02,9.012738853503184933e-01
2.087052038994919798e-02,9.012738853503184933e-01
2.087052038994919798e-02,9.044585987261146709e-01
2.238088699711657248e-02,9.044585987261146709e-01
2.238088699711657248e-02,9.076433121019108485e-01
2.251819305231360716e-02,9.076433121019108485e-01
2.251819305231360716e-02,9.108280254777070262e-01
2.361664149388988110e-02,9.108280254777070262e-01
2.361664149388988110e-02,9.140127388535032038e-01
2.375394754908691577e-02,9.140127388535032038e-01
2.375394754908691577e-02,9.171974522292993814e-01
2.444047782507208569e-02,9.171974522292993814e-01
2.444047782507208569e-02,9.203821656050955591e-01
2.540162021145132495e-02,9.203821656050955591e-01
2.540162021145132495e-02,9.235668789808917367e-01
2.595084443223946019e-02,9.235668789808917367e-01
2.595084443223946019e-02,9.267515923566879144e-01
2.704929287381573413e-02,9.267515923566879144e-01
2.704929287381573413e-02,9.299363057324840920e-01
2.924618975696828202e-02,9.299363057324840920e-01
2.924618975696828202e-02,9.331210191082802696e-01
3.212961691610600329e-02,9.331210191082802696e-01
3.212961691610600329e-02,9.363057324840764473e-01
3.460112590965261359e-02,9.363057324840764473e-01
3.460112590965261359e-02,9.394904458598726249e-01
3.569957435122889100e-02,9.394904458598726249e-01
3.569957435122889100e-02,9.426751592356688025e-01
3.720994095839626203e-02,9.426751592356688025e-01
3.720994095839626203e-02,9.458598726114649802e-01
3.872030756556364001e-02,9.458598726114649802e-01
3.872030756556364001e-02,9.490445859872611578e-01
3.940683784154880992e-02,9.490445859872611578e-01
3.940683784154880992e-02,9.522292993630573354e-01
4.764520115337086276e-02,9.522292993630573354e-01
4.764520115337086276e-02,9.554140127388535131e-01
4.778250720856790090e-02,9.554140127388535131e-01
4.778250720856790090e-02,9.585987261146496907e-01
4.846903748455307082e-02,9.585987261146496907e-01
4.846903748455307082e-02,9.617834394904458684e-01
5.423589180282850641e-02,9.617834394904458684e-01
5.423589180282850641e-02,9.649681528662420460e-01
5.986544006590690387e-02,9.649681528662420460e-01
5.986544006590690387e-02,9.681528662420382236e-01
6.082658245228614313e-02,9.681528662420382236e-01
6.082658245228614313e-02,9.713375796178344013e-01
6.714266099134971744e-02,9.713375796178344013e-01
6.714266099134971744e-02,9.745222929936305789e-01
1.083344775504599816e-01,9.745222929936305789e-01
1.083344775504599816e-01,9.777070063694267565e-01
1.088837017712481064e-01,9.777070063694267565e-01
1.088837017712481064e-01,9.808917197452229342e-01
1.165728408622820206e-01,9.808917197452229342e-01
1.165728408622820206e-01,9.840764331210191118e-01
1.227516133461485637e-01,9.840764331210191118e-01
1.227516133461485637e-01,9.872611464968152895e-01
1.562542908142248999e-01,9.872611464968152895e-01
1.565289029246189623e-01,9.872611464968152895e-01
1.705341205547164507e-01,9.872611464968152895e-01
1.705341205547164507e-01,9.904458598726114671e-01
3.869284635452423515e-01,9.904458598726114671e-01
3.869284635452423515e-01,9.936305732484076447e-01
3.950295208018673732e-01,9.936305732484076447e-01
3.950295208018673732e-01,9.968152866242038224e-01
4.702732390498420845e-01,9.968152866242038224e-01
4.702732390498420845e-01,1.000000000000000000e+00
5.706439653988740757e-01,1.000000000000000000e+00
5.709185775092681103e-01,1.000000000000000000e+00
1.000000000000000000e+00,1.000000000000000000e+00
